datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2025-07-09,151232060.81922305,-0.0007071468988866039,7666447396.223957,0.1853898847471605,7622452.687668005,0.0001862736932159367,146843930.6188066,4388130.200416437,-0.0017632246
2025-07-10,151974730.9107073,0.005076564937859844,7691678147.554303,0.1668346724475703,7647521.973618912,0.00016576700611699942,147934600.75512028,4040130.1555870264,0.004664898
2025-07-11,150453364.76062378,-0.009827818059749117,7719313839.873923,0.18184399573543233,7675308.118632662,0.00018283398067061736,146140115.36178872,4313249.398835061,0.0011945963
2025-07-14,151805782.8202167,0.00916954099615736,7746482792.337801,0.18058055735147147,7702478.355222116,0.0001805890923920701,147517135.40681937,4288647.4133973215,0.0007123947
2025-07-15,152546984.14364305,0.005018294193140958,7767483050.228827,0.13833634991294808,7723083.110207661,0.0001357310281779384,149069947.29619545,3477036.847447609,0.00034594536
2025-07-16,151478596.88897422,-0.0068170900100639024,7797244651.001027,0.19509792959377792,7751543.843205487,0.0001865702764141622,150631756.3232668,846840.5657074293,-0.0029509664
2025-07-17,152247020.9913617,0.005283373052533079,7829128122.42109,0.21048169229763802,7783437.677656727,0.000210550104808642,151411348.197752,835672.793609716,0.0068101883
2025-07-18,152749907.56740588,0.0034929285456530386,7858051547.245418,0.18997695085257887,7812339.06722392,0.00018983221726770252,151987206.67763287,762700.8897730173,0.005963564
2025-07-21,153307115.71659353,0.0038224965983383852,7884735158.509196,0.17468823182104823,7839016.920109177,0.0001746505337391774,152582609.43674928,724506.2798442617,0.006667495
2025-07-22,153801022.37431836,0.0033687876367440106,7902079146.646359,0.11313230997852436,7861569.378435293,0.00014710640286134605,142682128.17489114,11118894.19942721,0.008162856
2025-07-23,153461523.8417299,-0.0020228057695495317,7932079532.812433,0.19505973174261065,7889958.3156023575,0.0001845822396288873,145593916.5774851,7867607.264244797,0.00019657612
2025-07-24,154048476.62099645,0.004015401286730571,7963000614.7374115,0.20149077860629236,7919215.136633538,0.00019064596974388033,149538647.9653779,4509828.655618552,0.0071048737
2025-07-25,153193515.81519264,-0.005448640531157338,7980568153.110194,0.11403902692269982,7934821.168957138,0.00010130598280433537,152622305.29026034,571210.5249322872,-0.0052734613
2025-07-28,154038670.3961388,0.005679216453600209,8005381107.317251,0.16197130847881636,7959685.723613497,0.00016230814028939824,153389123.52726364,649546.8688751496,0.0020982027
2025-07-29,155313058.13575748,0.008431599092462643,8029778627.122597,0.15838568161230437,7984090.297511044,0.00015843147590657747,154673807.65638146,639250.4793760227,0.003916979
2025-07-30,154912204.90632513,-0.0024147901103787014,8055543115.47129,0.1658874576159104,8009895.090144489,0.00016614696113245874,154218150.6500746,694054.2562505449,-0.00018793344
2025-07-31,152786118.3551746,-0.013559804064259995,8081050288.159242,0.16465566869554366,8035402.495602755,0.00016465717129060395,152117105.96375445,669012.391420153,-0.018223405
2025-08-01,151588414.26310515,-0.007656798320700375,8108854862.418789,0.18198364196223157,8063254.093223972,0.00018229141443643518,150853206.74596933,735207.5171358408,-0.005069196
2025-08-04,152306901.76908004,0.004923433115009264,8136691487.401909,0.18363293209733822,8091102.005883798,0.00018370739475835794,151576966.81119147,729934.9578885776,0.0038890839
2025-08-05,153176146.11855492,0.005883411280164055,8163529178.409989,0.17620797676503472,8117941.800323965,0.00017622178724940616,152468844.0909327,707302.027622214,0.0080451965
2025-08-06,153750329.25032136,0.003939018125834337,8190706276.762269,0.17742382897690345,8147122.284563963,0.00019050279680893153,149065435.93150336,4684893.3188179955,0.0024467707
2025-08-07,153182572.80528334,-0.0035151253967052056,8219903419.699622,0.1898997100020331,8174427.042502392,0.0001775915412445968,152309754.2422551,872818.5630282504,0.00028681755
2025-08-08,153303211.2360297,0.0009355813783717769,8241136109.418429,0.13861034796560678,8197103.374363718,0.00014803467160817542,149565784.71982417,3737426.5162055395,-0.002357483
2025-08-11,154377122.74332768,0.0071887312395684045,8270673894.011531,0.19267557642758273,8225247.450804356,0.00018358438948357423,153455256.60848886,921866.1348388093,0.0042728186
2025-08-12,156019849.6386538,0.01080187464068422,8293928161.951099,0.15063286273466703,8250082.882741164,0.00016087507977526595,151960490.94127208,4059358.697381737,0.0051715374
2025-08-13,159575470.20439342,0.022929133625876938,8315939537.953614,0.14108061284185172,8271862.297655484,0.0001395938719641187,156001813.09831676,3573657.1060766587,0.0079033375
2025-08-14,158315632.2821694,-0.0076973074508848455,8346392191.251401,0.190835428896316,8303398.764096769,0.00019762728194309032,152605885.35553858,5709746.926630831,-0.0007829666
2025-08-15,159767497.82261723,0.009367146785265465,8379832738.814116,0.2112270726564308,8334498.98963813,0.00019644443882794213,158769495.1642369,998002.6583803301,0.0069584846
2025-08-18,163313326.06859568,0.022374565625364683,8408834981.470325,0.181527801658444,8363399.108492143,0.00018088859904471805,162548471.13346285,764854.9351328174,0.008818865
2025-08-19,164161707.06570312,0.0053848714679215585,8439833295.32558,0.18980884537391704,8394439.381262848,0.00019006576816436285,163343974.57243925,817732.4932638733,-0.003783524
2025-08-20,166729422.88424885,0.015808729330875373,8467329520.7991495,0.1674947584613319,8421911.55621327,0.00016734825338668912,165987263.61222473,742159.2720241211,0.011372447
2025-08-21,166321126.22699517,-0.002252030537977902,8500053442.342091,0.19626962642136372,8454728.461552193,0.00019682731920511417,165425816.26834583,895309.9586493243,0.0039026737
2025-08-22,169663531.7502622,0.02029271817573521,8530547519.902515,0.18334458316982816,8487430.679480458,0.0001966209505077081,164384643.27386355,5278888.476398654,0.020972133
